TIMESTAMP,DAISY_OPEN_PRICE_USD,DAISY_HIGH_PRICE_USD,DAISY_LOW_PRICE_USD,DAISY_CLOSE_PRICE_USD,DAISY_VOLUME_USD,DAISY_DIVIDENDS_USD,DAISY_STOCK_SPLITS_USD
2025-03-27 00:00:00+00:00,0.15001900494098663,0.15001900494098663,0.15001900494098663,0.15001900494098663,0,0.0,0.0
2025-03-28 00:00:00+00:00,0.15001900494098663,0.15001900494098663,0.15001900494098663,0.15001900494098663,0,0.0,0.0
2025-03-29 00:00:00+00:00,0.15001900494098663,0.15001900494098663,0.15001900494098663,0.15001900494098663,0,0.0,0.0
2025-03-30 00:00:00+00:00,0.15001900494098663,0.15001900494098663,0.15001900494098663,0.15001900494098663,0,0.0,0.0
2025-03-31 00:00:00+00:00,0.15001900494098663,0.15001900494098663,0.15001900494098663,0.15001900494098663,0,0.0,0.0
2025-04-01 00:00:00+00:00,0.15001900494098663,0.15001900494098663,0.15001900494098663,0.15001900494098663,0,0.0,0.0
2025-04-02 00:00:00+00:00,0.15001900494098663,0.15001900494098663,0.15001900494098663,0.15001900494098663,0,0.0,0.0
2025-04-03 00:00:00+00:00,0.15001900494098663,0.15001900494098663,0.15001900494098663,0.15001900494098663,0,0.0,0.0
2025-04-04 00:00:00+00:00,0.15001900494098663,0.15001900494098663,0.15001900494098663,0.15001900494098663,0,0.0,0.0
2025-04-05 00:00:00+00:00,0.15001900494098663,0.15001900494098663,0.15001900494098663,0.15001900494098663,0,0.0,0.0
2025-04-06 00:00:00+00:00,0.15001900494098663,0.15001900494098663,0.15001900494098663,0.15001900494098663,0,0.0,0.0
2025-04-07 00:00:00+00:00,0.15001900494098663,0.15001900494098663,0.15001900494098663,0.15001900494098663,0,0.0,0.0
2025-04-08 00:00:00+00:00,0.15001900494098663,0.15001900494098663,0.15001900494098663,0.15001900494098663,0,0.0,0.0
2025-04-09 00:00:00+00:00,0.15001900494098663,0.15001900494098663,0.09992600232362747,0.10003600269556046,0,0.0,0.0
2025-04-10 00:00:00+00:00,0.10003600269556046,0.10004600137472153,0.09999799728393555,0.10003100335597992,0,0.0,0.0
2025-04-11 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-12 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-13 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-14 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-15 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-16 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-17 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-18 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-19 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-20 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-21 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-22 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-23 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-24 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-25 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-26 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-27 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-28 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-29 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-04-30 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-01 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-02 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-03 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-04 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-05 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-06 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-07 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-08 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-09 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-10 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-11 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-12 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-13 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-14 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-15 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-16 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-17 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-18 00:00:00+00:00,0.10003100335597992,0.10003100335597992,0.10003100335597992,0.10003100335597992,0,0.0,0.0
2025-05-19 00:00:00+00:00,0.10003100335597992,0.12204600125551224,0.10003100335597992,0.12201300263404846,0,0.0,0.0
2025-05-20 00:00:00+00:00,0.12201300263404846,0.12204699963331223,0.12195199728012085,0.12201599776744843,0,0.0,0.0
2025-05-21 00:00:00+00:00,0.12201599776744843,0.12201599776744843,0.12201599776744843,0.12201599776744843,0,0.0,0.0
2025-05-22 00:00:00+00:00,0.12201599776744843,0.12201599776744843,0.12201599776744843,0.12201599776744843,0,0.0,0.0
2025-05-23 00:00:00+00:00,0.12201599776744843,0.12201599776744843,0.12201599776744843,0.12201599776744843,0,0.0,0.0
2025-05-24 00:00:00+00:00,0.12201599776744843,0.12201599776744843,0.12201599776744843,0.12201599776744843,0,0.0,0.0
2025-05-25 00:00:00+00:00,0.12201599776744843,0.12201599776744843,0.12201599776744843,0.12201599776744843,0,0.0,0.0
2025-05-26 00:00:00+00:00,0.12201599776744843,0.12201599776744843,0.12201599776744843,0.12201599776744843,0,0.0,0.0
2025-05-27 00:00:00+00:00,0.12201599776744843,0.12201599776744843,0.12201599776744843,0.12201599776744843,0,0.0,0.0
2025-05-28 00:00:00+00:00,0.12201599776744843,0.12201599776744843,0.12201599776744843,0.12201599776744843,0,0.0,0.0
2025-05-29 00:00:00+00:00,0.12201599776744843,0.12201599776744843,0.12201599776744843,0.12201599776744843,0,0.0,0.0
2025-05-30 00:00:00+00:00,0.12201599776744843,0.12201599776744843,0.12201599776744843,0.12201599776744843,0,0.0,0.0
2025-05-31 00:00:00+00:00,0.12201599776744843,0.12201599776744843,0.12201599776744843,0.12201599776744843,0,0.0,0.0
2025-06-01 00:00:00+00:00,0.12201637029647827,0.12201637029647827,0.12201637029647827,0.12201637029647827,0,0.0,0.0
